title,title_characters,author,journal,number,cites,year,pubid,name,scholar_id
alarm pheromone habituation myzus persicae fitness consequences causes extensive gene expression changes,115,"M De Vos, WY Cheng, HE Summers, RA Raguso, G Jander",Proceedings of the National Academy of Sciences,"107 (33), 14673-14678",74,2010,iH-uZ7U-co4C,Robert A. Raguso,"""RmDXdLEAAAAJ"""
 invaders different conceptual framework comparative approaches assessing determinants invasiveness,115,"M Van Kleunen, W Dawson, D Schlaepfer, JM Jeschke, M Fischer",Ecology Letters,"13 (8), 947-958",554,2010,UeHWp8X0CEIC,Mark van Kleunen,"""2gmD55UAAAAJ"""
 bee genera haplomelitta samba hymenoptera anthophila melittidae phylogeny biogeography host plants,116,"D Michez, C Eardley, M Kuhlmann, K Timmermann, S Patiny",Invertebrate Systematics,"24 (4), 327-347",11,2010,L8Ckcad2t8MC,Connal Eardley,"""DPI_6bYAAAAJ"""
 morphological variation myzus persicae hemiptera aphididae peach tobacco serbia montenegro,116,"A Vučetić, O Petrović-Obradović, L Stanisavljević",Archives of Biological Sciences,"62 (3), 767-774",17,2010,UebtZRa9Y70C,"Dr. Ljubiša Stanisavljević, Professor","""9XvqgHsAAAAJ"""
conservation rare plant requires different methods different habitats demographic lessons actaea elata,116,"RJ Mayberry, E Elle",Oecologia,"164, 1121-1130",26,2010,YOwf2qJgpHMC,Elizabeth Elle,"""rBecKDMAAAAJ"""
convergent evolution carrion faecal scent mimicry flypollinated angiosperm flowers stinkhorn fungus,116,"SD Johnson, A Jürgens",South African Journal of Botany,"76 (4), 796-807",128,2010,JV2RwH3_ST0C,Andreas Jürgens,"""mXZQj-IAAAAJ"""
towards genome size chromosome number database balkan flora cvalues taxa novel values ,116,"S Siljak-Yakovlev, F Pustahija, EM Šolić, F Bogunić, E Muratović, N Bašić, ...",Advanced Science Letters,"3 (2), 190-213",185,2010,2osOgNQ5qMEC,Olivier Catrice,"""C_4jIVkAAAAJ"""
male genitalia species subfamily agathidinae hymenoptera braconidae importance taxonomy,117,"M Brajković, L Stanisavljević, Z Nikolić, SB Ćurčić, I Živić, D Stojanović",Archives of Biological Sciences,"62 (2), 455-467",7,2010,YsMSGLbcyi4C,"Dr. Ljubiša Stanisavljević, Professor","""9XvqgHsAAAAJ"""
population responses within landscape matrix macrophysiological approach understanding climate change impacts,117,"SL Chown, KJ Gaston, M van Kleunen, S Clusella-Trullas",Evolutionary Ecology,"24 (3), 601-616",31,2010,mVmsd5A6BfQC,Mark van Kleunen,"""2gmD55UAAAAJ"""
spatiotemporal variation reproductive ecology two parapatric subspecies oenothera cespitosa onagraceae,117,"DR Artz, CA Villagra, RA Raguso",American Journal of Botany,"97 (9), 1498-1510",39,2010,hMod-77fHWUC,Robert A. Raguso,"""RmDXdLEAAAAJ"""
influence woody vegetation pollinator densities oilseed brassica fields australian temperate landscape,117,"AD Arthur, J Li, S Henry, SA Cunningham",Basic and Applied Ecology,"11 (5), 406-414",63,2010,dhFuZR0502QC,Saul Cunningham,"""NKu8RY4AAAAJ"""
linking genetic diversity mating patterns progeny performance fragmented populations mediterranean shrub,117,"JP González‐Varo, RG Albaladejo, A Aparicio, J Arroyo",Journal of Applied Ecology,"47 (6), 1242-1252",66,2010,2osOgNQ5qMEC,Juan P. González-Varo,"""CE8lFmoAAAAJ"""
differences host specificity behavior two ant cricket species orthoptera myrmecophilidae honshu japan,118,"T Komatsu, M Maruyama, T Itino",Journal of Entomological Science,"45 (3), 227-238",10,2010,_kc_bZDykSQC,Takao Itino,"""1RUMEKYAAAAJ"""
pathogenesis lymantria dispar multiple nucleopolyhedrovirus l dispar mechanisms developmental resistance,118,"J McNeil, D Cox-Foster, M Gardner, J Slavicek, S Thiem, K Hoover",Journal of General Virology,"91 (6), 1590-1600",39,2010,4DMP91E08xMC,Diana L. Cox-Foster,"""p3nOyO8AAAAJ"""
population dependence interactions neighbors pollination field experiment taraxacum officinale,118,"A Lázaro, Ø Totland",American Journal of Botany,"97 (5), 760-769",40,2010,ns9cj8rnVeAC,Ørjan Totland,"""ics0ER8AAAAJ"""
 species sensitivity distribution approach compared microcosm study case study fungicide fluazinam,118,"RPA Van Wijngaarden, GHP Arts, JDM Belgers, H Boonstra, I Roessink, ...",Ecotoxicology and Environmental Safety,"73 (2), 109-122",44,2010,Y0pCki6q_DkC,Dr. ir. Ivo Roessink,"""v8ZfuNkAAAAJ"""
atypical wing venation dialictus hemihalictus implications subgeneric classification lasioglossum,119,J Gibbs,Psyche-Journal of Entomology,55,14,2010,Y0pCki6q_DkC,Jason Gibbs,"""5SWs9jQAAAAJ"""
patch occupancy number individuals population density marbled white changing agricultural landscape,119,"M Lenda, P Skórka",Acta Oecologica,"36 (5), 497-506",20,2010,Tyk-4Ss8FVUC,Magdalena Lenda,"""-_q0e3QAAAAJ"""
conventional seedbased insect management strategies similarly influence nontarget coleopteran communities maize,119,"TW Leslie, DJ Biddinger, JR Rohr, SJ Fleischer",Environmental entomology,"39 (6), 2045-2055",21,2010,5nxA0vEk-isC,David J. Biddinger,"""DA60h24AAAAJ"""
 new species megachile pakistan taxonomic notes subgenus eutricharaea hymenoptera megachilidae,119,"VH Gonzalez, MS Engel, IA Hinojosa-Díaz",Journal of the Kansas Entomological Society,"83 (1), 58-67",25,2010,aqlVkmm33-oC,Victor Hugo Gonzalez Betancourt,"""NPLom4YAAAAJ"""
can red flowers conspicuous bees bombus dahlbomii south american temperate forest flowers case point,119,"J Martínez-Harms, AG Palacios, N Márquez, P Estay, MTK Arroyo, ...",Journal of Experimental Biology,"213 (4), 564-571",40,2010,aqlVkmm33-oC,Mary T. K. Arroyo,"""tFVzdokAAAAJ"""
nesting behavior taxonomic notes potential distribution paratrigona eutaeniata hymenoptera apidae meliponini,120,"DC FERNÁNDEZ, G ZAMBRANO G, VH Gonzalez",Revista Colombiana de Entomología,"36 (2), 325-332",1,2010,fQNAKQ3IYiAC,Victor Hugo Gonzalez Betancourt,"""NPLom4YAAAAJ"""
patterns vegetation communities estuarine wetlands two california regions insights probabilistic survey,120,"AE Fetscher, MA Sutula, JC Callaway, VT Parker, M Vasey, JN Collins, ...",Wetlands,"30, 833-846",2,2010,_kc_bZDykSQC,Anne Elizabeth Fetscher (Betty),"""EEpWThIAAAAJ"""
reproductive biology macleania rupestris ericaceae pollenlimited neotropical cloudforest species costa rica,120,"EJ Fuchs, J Ross-Ibarra, G Barrantes",Journal of tropical ecology,"26 (3), 351-354",16,2010,eQOLeE2rZwMC,Eric J. Fuchs,"""ZvB7znsAAAAJ"""
 possible correlation altitudinal latitudinal ranges species high elevation flora andes,121,"MTK Arroyo, LE Dudley, P Pliscoff, LA Cavieres, FA Squeo, C Marticorena, ...",Data mining for global trends in mountain biodiversity,39-47,13,2010,YohjEiUPhakC,Mary T. K. Arroyo,"""tFVzdokAAAAJ"""
modification bumblebee behavior floral color change implications pollen transfer weigela middendorffiana,121,"TY Ida, G Kudo",Evolutionary Ecology,"24, 671-684",24,2010,UeHWp8X0CEIC,Takashi Y. Ida,"""Jv7dkjoAAAAJ"""
assemblage interaction structure anemonefishanemone mutualism across manado region sulawesi indonesia,121,"F Ricciardi, M Boyer, J Ollerton",Environmental Biology of Fishes,"87, 333-347",42,2010,mVmsd5A6BfQC,Jeff Ollerton,"""pGS18ZgAAAAJ"""
 general trends airborne pollen production pollination periods mediterranean site badajoz southwest spain,121,"R Tormo-Molina, MA Gonzalo-Garijo, I Silva-Palacios, ...",Journal of investigational allergology & clinical immunology,"20 (7), 567",52,2010,hC7cP41nSMkC,Rafael Tormo Molina,"""hcpepjUAAAAJ"""
economic tradeoffs carbon sequestration timber production crop pollination tropical forested landscapes,121,"R Olschewski, AM Klein, T Tscharntke",Ecological Complexity,"7 (3), 314-319",56,2010,WqliGbK-hY8C,Teja Tscharntke,"""X36HAGcAAAAJ"""
geneknockdown honey bee mite varroa destructor noninvasive approach studies glutathione stransferase,121,"EM Campbell, GE Budge, AS Bowman",Parasites & Vectors,"3, 1-10",101,2010,9yKSN-GCB0IC,Ewan M Campbell,"""vZIf_O0AAAAJ"""
 encyrtidae hymenoptera chalcidoidea lac insects hemiptera kerriidae indonesia malaysia thailand,122,"M Hayat, S Schroer, RW Pemberton",Oriental Insects,"44 (1), 23-33",4,2010,SdhP9T11ey4C,robert pemberton,"""EJcxNNcAAAAJ"""
recovery plant species richness composition slashandburn agriculture tropical rainforest madagascar,122,"K Klanderud, HZH Mbolatiana, MN Vololomboahangy, MA Radimbison, ...",Biodiversity and Conservation,"19, 187-204",118,2010,W7OEmFMy1HYC,Ørjan Totland,"""ics0ER8AAAAJ"""
angiosperm wood structure global patterns vessel anatomy relation wood density potential conductivity,122,"AE Zanne, M Westoby, DS Falster, DD Ackerly, SR Loarie, SEJ Arnold, ...",American Journal of Botany,"97 (2), 207-215",494,2010,u-x6o8ySG0sC,Sarah Arnold,"""vB1Zkj8AAAAJ"""
comparison population monitoring techniques ectoparasitic mite varroa destructor honeybee apis mellifera l,123,"D Kim, C Jung",Journal of Apiculture,"25 (3), 201-209",3,2010,xii_ZKWM4-0C,Chuleui Jung,"""BtnbXbcAAAAJ"""
 genus study search plant genera underrepresented overrepresented research flora japan,123,Y Okuyama,Bulletin of the National Museum of Nature and Science Series B,"36, 81-89",3,2010,ULOm3_A8WrAC,Okuyama Yudai,"""3ApTksoAAAAJ"""
establishment crosseuropean field site network alarm project assessing largescale changes biodiversity,123,"VC Hammen, JC Biesmeijer, R Bommarco, E Budrys, TR Christensen, ...",Environmental monitoring and assessment,"164, 337-348",15,2010,IjCSPb-OGe4C,Hajnalka Szentgyörgyi,"""J7--MhAAAAAJ"""
 invasive species undergo metapopulation dynamics case study invasive caspian gull larus cachinnans poland,123,"M Lenda, M Zagalska‐Neubauer, G Neubauer, P Skórka",Journal of biogeography,"37 (9), 1824-1834",27,2010,Y0pCki6q_DkC,Magdalena Lenda,"""-_q0e3QAAAAJ"""
importance brood maintenance terms simple models honeybeevarroa destructoracute bee paralysis virus complex,123,"HJ Eberl, MR Frederick, PG Kevan",Electronic Journal of Differential Equations (EJDE)[electronic only],"2010, 85-98",54,2010,2osOgNQ5qMEC,Peter Kevan,"""mbOeZkcAAAAJ"""
relocation establishment nesting populations native bee leioproctus huakiwi donovan hymenoptera colletidae,124,"BJ Donovan, BG Howlett, MK Walker",New Zealand Entomologist,"33 (1), 109-113",21,2010,_kc_bZDykSQC,Brad Howlett,"""DYhlzEoAAAAJ"""
dynamics animal movement ecological context dragonfly wing damage reduces flight performance predation success,124,"SA Combes, JD Crall, S Mukherjee",Biology Letters,"6 (3), 426-429",77,2010,u5HHmVD_uO8C,James Crall,"""MUgML1sAAAAJ"""
individual variation pheromone response correlates reproductive traits brain gene expression worker honey bees,125,"SD Kocher, JF Ayroles, EA Stone, CM Grozinger",PloS one,"5 (2), e9116",58,2010,qxL8FJ1GzNcC,Christina Grozinger,"""uwKZaKIAAAAJ"""
effect relative humidity water content viability carbohydrate profile petunia hybrida cucurbita pepo pollen,125,"M Nepi, L Cresti, M Guarnieri, E Pacini",Plant Systematics and Evolution,"284, 57-64",59,2010,Zph67rFs4hoC,Massimo Nepi,"""laRtIhIAAAAJ"""
differences venom cuticular peptides individuals apis mellifera hymenoptera apidae determined malditof ms,125,"D Baracchi, S Turillazzi",Journal of insect physiology,"56 (4), 366-375",71,2010,9yKSN-GCB0IC,David Baracchi,"""1JRZ0d0AAAAJ"""
 differential development microsporidia infecting worker honey bee apis mellifera increasing incubation temperature,126,"M Higes, P García‐Palencia, C Botías, A Meana, R Martín‐Hernández",Environmental Microbiology Reports,"2 (6), 745-748",67,2010,zYLM7Y9cAGgC,Cristina Botías,"""8s9DF5wAAAAJ"""
discovery western palearctic bee megachile pseudomegachile ericetorum hymenoptera megachilidae ontario canada,127,"CS Sheffield, TL Griswold, MH Richards",Journal of the Entomological Society of Ontario,"141, 85",22,2010,zYLM7Y9cAGgC,Cory S. Sheffield,"""E9RHuP8AAAAJ"""
phenotypic variability five aceria spp acari prostigmata eriophyoidea inhabiting cirsium species asteraceae serbia,127,"B Vidović, L Stanisavljević, R Petanović",Experimental and Applied Acarology,"52, 169-181",26,2010,2osOgNQ5qMEC,"Dr. Ljubiša Stanisavljević, Professor","""9XvqgHsAAAAJ"""
palatability consumption pattyformulated pollen pollen substitutes effects honeybee colony performance,127,"A Saffari, PG Kevan, JL Atkinson",J. Apic. Sci,"54 (2), 63-71",71,2010,4fGpz3EwCPoC,Peter Kevan,"""mbOeZkcAAAAJ"""
effects anthropogenic habitat disturbance local pollinator diversity species turnover across precipitation gradient,127,"C Quintero, CL Morales, MA Aizen",Biodiversity and Conservation,"19, 257-274",87,2010,ufrVoPGSRksC,Carolina Laura Morales,"""UL_jwxUAAAAJ"""
monitoring dispersal potential bark beetle hypocryphalus mangiferae stebbing scolytidae coleoptera mango orchards,128,"S Saeed, A Masood, A Sajjad, DM Zahid",Pakistan Journal of Zoology,42 (5),9,2010,yB1At4FlUx8C,Shafqat saeed,"""c9IZPOUAAAAJ"""
assessing rainforest restoration value buffer strips recovery rainforest remnants australia s wet tropics,128,"LJ Sonter, DJ Metcalfe, MM Mayfield",Pacific Conservation Biology,"16 (4), 274-288",10,2010,Se3iqnhoufwC,Margaret M Mayfield,"""CdQQDgQAAAAJ"""
macroinvertebrate responses insecticide application sprayed adjacent nonsprayed ditch sections different sizes,128,"TCM Brock, JDM Belgers, I Roessink, JGM Cuppen, SJ Maund",Environmental Toxicology and Chemistry,"29 (9), 1994-2008",38,2010,LkGwnXOMwfcC,Dr. ir. Ivo Roessink,"""v8ZfuNkAAAAJ"""
characterizing indirect preyquality mediated effects bt crop predatory larvae green lacewing chrysoperla carnea,128,"NC Lawo, FL Wäckers, J Romeis",Journal of Insect physiology,"56 (11), 1702-1710",74,2010,blknAaTinKkC,Felix Wackers,"""3pVhk_wAAAAJ"""
parasitoid complex asian gypsy moth lymantria dispar lepidoptera lymantriidae primorye territory russian far east,129,"JH Lee, RW Pemberton",Biocontrol Science and Technology,"20 (2), 197-211",9,2010,8AbLer7MMksC,robert pemberton,"""EJcxNNcAAAAJ"""
hygienic responses varroa destructor commercial feral honey bees big island hawaii exposure mites,129,"RG Danka, JW Harris, JD Villa",Science of Bee Culture,"2 (1), 11-14",13,2010,u9iWguZQMMsC,Robert Danka,"""LMaZC00AAAAJ"""
causes low fruit seed set birdpollinated anagyris foetida leguminosae pollen limitation extrinsic factors,129,"FJ Valtueña, A Ortega-Olivencia, T Rodríguez-Riaño, J López",Folia geobotanica,"45, 77-94",14,2010,ULOm3_A8WrAC,Ana Ortega-Olivencia,"""vma3Mn0AAAAJ"""
increased relative abundance invasive competitor pollination lythrum salicaria reduces seed number mimulus ringens,129,"RJ Flanagan, RJ Mitchell, JD Karron",Oecologia,"164, 445-454",76,2010,5nxA0vEk-isC,Jeffrey D. Karron,"""Zzn6UJAAAAAJ"""
farmers insect pest management practices pesticidal plant use protection stored maize beans southern africa,129,"J Kamanula, GW Sileshi, SR Belmain, P Sola, BM Mvumi, GKC Nyirenda, ...",International Journal of Pest Management,"57 (1), 41-49",165,2010,9ZlFYXVOiuMC,Philip C Stevenson,"""LFTAL14AAAAJ"""
ecotoxicology several acaricides used apple orchards honeybee apis mellifera laboratory field study,130,"M Kang, C Jung",Journal of Apiculture,"25 (3), 155-161",5,2010,2P1L_qKh6hAC,Chuleui Jung,"""BtnbXbcAAAAJ"""
mathematical models management helminth parasites biological processes evolution anthelmintic resistance,131,"S Gaba, A Silvestre",Anti-Infective Agents in Medicinal Chemistry (Formerly Current Medicinal …,,1,2010,WF5omc3nYNoC,Sabrina Gaba,"""3vFKj0UAAAAJ"""
diversity body size dung beetles attracted different dung types along tropical landuse gradient sulawesi indonesia,131,"P Hidayat, S Manuwoto, WA Noerdjito, T Tscharntke, CH Schulze",Journal of Tropical Ecology,"26 (1), 53-65",49,2010,jFemdcug13IC,Teja Tscharntke,"""X36HAGcAAAAJ"""
landscapemoderated importance hedges conserving farmland bird diversity organic vs conventional croplands grasslands,131,"P Batáry, T Matthiesen, T Tscharntke",Biological Conservation,"143 (9), 2020-2027",240,2010,nb7KW1ujOQ8C,Teja Tscharntke,"""X36HAGcAAAAJ"""
susceptability listronotus maculicollis coleoptera curculionidae adults southern new england golf courses chlorpyrifos,132,"CD Clavet, ED Requintina, D Ramoutar, SR Alm",The Florida Entomologist,"93 (4), 630-632",8,2010,Se3iqnhoufwC,Steven Alm,"""gDZHSl8AAAAJ"""
reproductive biology melaleuca alternifolia myrtaceae incompatibility pollen transfer relation breeding system,132,"L Baskorowati, MW Moncur, SA Cunningham, JC Doran, PJ Kanowski",Australian Journal of Botany,"58 (5), 384-391",25,2010,NaGl4SEjCO4C,Saul Cunningham,"""NKu8RY4AAAAJ"""
phylogenetic affinities south american anemone ranunculaceae including endemic segregate genera barneoudia oreithales,132,"KM Meyer, SB Hoot, MTK Arroyo",International Journal of Plant Sciences,"171 (3), 323-331",36,2010,dhFuZR0502QC,Mary T. K. Arroyo,"""tFVzdokAAAAJ"""
high survival rate critically endangered species azores bullfinch pyrrhula murina contribution population recovery,133,"D Monticelli, R Ceia, R Heleno, H Laborda, S Timóteo, D Jareño, ...",Journal of Ornithology,"151, 627-636",19,2010,qjMakFHDy7sC,Ruben Heleno,"""PR5Wrr4AAAAJ"""
multiyear study multivariate linear nonlinear phenotypic selection floral traits hummingbirdpollinated silene virginica,133,"RJ Reynolds, MR Dudash, CB Fenster",Evolution,"64 (2), 358-369",42,2010,mB3voiENLucC,Charles B. Fenster,"""Mp2aG9wAAAAJ"""
variation timing autonomous selfing among populations differ flower size time reproductive maturity climate,134,"E Elle, S Gillespie, S Guindre‐Parker, AL Parachnowitsch",American Journal of Botany,"97 (11), 1894-1902",44,2010,UeHWp8X0CEIC,Amy Parachnowitsch,"""YBQQcMsAAAAJ"""
variation scent emission among floral parts inflorescence developmental stages beetlepollinated protea species proteaceae,134,"SL Steenhuisen, RA Raguso, A Jürgens, SD Johnson",South African Journal of Botany,"76 (4), 779-787",62,2010,hMod-77fHWUC,Andreas Jürgens,"""mXZQj-IAAAAJ"""
floral traits pollination ecology breeding system three clematis species ranunculaceae yunnan province southwestern china,135,"N Jiang, WB Yu, HZ Li, KY Guan",Australian Journal of Botany,"58 (2), 115-123",17,2010,2osOgNQ5qMEC,Wen-Bin Yu,"""HaZTJboAAAAJ"""
causes consequences variation plant population growth rate synthesis matrix population models phylogenetic context,135,"YM Buckley, S Ramula, SP Blomberg, JH Burns, EE Crone, J Ehrlén, ...",Ecology letters,"13 (9), 1182-1197",116,2010,eQOLeE2rZwMC,Glenda Wardle,"""qUjf6-gAAAAJ"""
restored remnant habitat patches feature differently movement bee butterfly pollinators adjacent degraded habitat,136,"K Goodell, C Lin, A McKinney, S Byrd, B Bloetscher, N Cavender",Proceedings of the Ecological Society of America,95th Conference,1,2010,4DMP91E08xMC,Karen Goodell,"""Aclf5yMAAAAJ"""
population demography fecundity decline habitat fragmentation rainforest tree macadamia integrifolia proteaceae,136,"JM Neal, CM Hardner, CL Gross",Biological Conservation,"143 (11), 2591-2600",39,2010,MXK_kJrjxJIC,"Caroline L. Gross, BSc(Hons), GradDipHigherED, PhD, Ecologist","""zksQIqYAAAAJ"""
